image 4935/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-09-20-2024-4666.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5317/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-28-24-5054.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5318/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-28-24-5055.JPG: 640x640 purple_loosestrife 0.83, phragmites 0.13, narrowleaf_cattail 0.04, none 0.01, 3.0ms
image 5319/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-28-24-5056.JPG: 640x640 purple_loosestrife 0.51, phragmites 0.32, narrowleaf_cattail 0.15, none 0.02, 3.0ms
image 5320/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-28-24-5057.JPG: 640x640 narrowleaf_cattail 0.97, phragmites 0.03, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5321/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-28-24-5058.JPG: 640x640 narrowleaf_cattail 0.98, phragmites 0.02, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5322/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-28-24-5059.JPG: 640x640 narrowleaf_cattail 0.97, phragmites 0.03, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5323/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-28-24-5060.JPG: 640x640 narrowleaf_cattail 0.99, phragmites 0.01, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5324/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-28-24-5061.JPG: 640x640 narrowleaf_cattail 0.95, phragmites 0.05, purple_loosestrife 0.01, none 0.00, 3.0ms
image 5325/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-28-24-5062.JPG: 640x640 narrowleaf_cattail 0.91, phragmites 0.07, purple_loosestrife 0.02, none 0.00, 3.0ms
image 5326/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-28-24-5063.JPG: 640x640 narrowleaf_cattail 0.99, phragmites 0.01, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5327/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-28-24-5064.JPG: 640x640 narrowleaf_cattail 0.99, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.1ms
image 5328/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-28-24-5065.JPG: 640x640 purple_loosestrife 0.42, narrowleaf_cattail 0.34, phragmites 0.23, none 0.02, 3.0ms
image 5329/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-28-24-5066.JPG: 640x640 purple_loosestrife 0.57, phragmites 0.40, narrowleaf_cattail 0.02, none 0.01, 3.0ms
image 5330/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-28-24-5067.JPG: 640x640 narrowleaf_cattail 0.99, phragmites 0.01, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5331/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-28-24-5068.JPG: 640x640 narrowleaf_cattail 0.91, phragmites 0.05, purple_loosestrife 0.04, none 0.00, 3.0ms
image 5332/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-28-24-5069.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5333/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-28-24-5070.JPG: 640x640 narrowleaf_cattail 0.98, phragmites 0.02, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5334/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-28-24-5071.JPG: 640x640 narrowleaf_cattail 0.95, phragmites 0.03, purple_loosestrife 0.02, none 0.00, 3.0ms
image 5335/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-28-24-5072.JPG: 640x640 narrowleaf_cattail 0.99, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5336/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-28-24-5073.JPG: 640x640 narrowleaf_cattail 0.45, phragmites 0.32, purple_loosestrife 0.22, none 0.01, 3.1ms
image 5337/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-28-24-5074.JPG: 640x640 narrowleaf_cattail 0.58, phragmites 0.24, purple_loosestrife 0.18, none 0.00, 3.0ms
image 5338/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-28-24-5075.JPG: 640x640 narrowleaf_cattail 0.54, phragmites 0.26, purple_loosestrife 0.20, none 0.00, 3.0ms
image 5339/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-28-24-5076.JPG: 640x640 narrowleaf_cattail 0.86, phragmites 0.10, purple_loosestrife 0.05, none 0.00, 3.0ms
image 5340/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-28-24-5077.JPG: 640x640 narrowleaf_cattail 0.53, purple_loosestrife 0.24, phragmites 0.23, none 0.00, 3.0ms
image 5341/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-28-24-5078.JPG: 640x640 phragmites 0.51, purple_loosestrife 0.25, narrowleaf_cattail 0.23, none 0.01, 3.0ms
image 5342/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-28-24-5079.JPG: 640x640 narrowleaf_cattail 0.71, phragmites 0.21, purple_loosestrife 0.08, none 0.01, 3.0ms
image 5343/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-28-24-5080.JPG: 640x640 narrowleaf_cattail 0.76, phragmites 0.16, purple_loosestrife 0.08, none 0.00, 3.0ms
image 5344/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-28-24-5081.JPG: 640x640 purple_loosestrife 0.65, narrowleaf_cattail 0.19, phragmites 0.16, none 0.00, 3.0ms
image 5345/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-28-24-5082.JPG: 640x640 purple_loosestrife 0.72, phragmites 0.19, narrowleaf_cattail 0.09, none 0.00, 3.1ms
image 5346/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-28-24-5083.JPG: 640x640 narrowleaf_cattail 0.78, phragmites 0.14, purple_loosestrife 0.07, none 0.00, 3.0ms
image 5347/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-28-24-5084.JPG: 640x640 narrowleaf_cattail 0.74, phragmites 0.21, purple_loosestrife 0.05, none 0.00, 3.0ms
image 5348/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-28-24-5085.JPG: 640x640 narrowleaf_cattail 0.52, phragmites 0.26, purple_loosestrife 0.21, none 0.01, 3.1ms
image 5349/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-28-24-5086.JPG: 640x640 phragmites 0.51, purple_loosestrife 0.40, narrowleaf_cattail 0.09, none 0.00, 3.0ms
image 5350/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-28-24-5087.JPG: 640x640 narrowleaf_cattail 0.44, phragmites 0.30, purple_loosestrife 0.26, none 0.00, 3.0ms
image 5351/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-28-24-5088.JPG: 640x640 narrowleaf_cattail 0.65, phragmites 0.28, purple_loosestrife 0.07, none 0.00, 3.0ms
image 5352/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-28-24-5089.JPG: 640x640 narrowleaf_cattail 0.76, phragmites 0.20, purple_loosestrife 0.04, none 0.00, 3.0ms
image 5353/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-28-24-5090.JPG: 640x640 phragmites 0.70, narrowleaf_cattail 0.17, purple_loosestrife 0.13, none 0.00, 3.0ms
image 5354/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-28-24-5091.JPG: 640x640 phragmites 0.65, purple_loosestrife 0.21, narrowleaf_cattail 0.14, none 0.00, 3.0ms
image 5355/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5092.JPG: 640x640 narrowleaf_cattail 0.99, phragmites 0.01, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5356/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5093.JPG: 640x640 narrowleaf_cattail 0.94, purple_loosestrife 0.03, phragmites 0.03, none 0.00, 3.0ms
image 5357/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5094.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5358/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5095.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5359/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5096.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.1ms
image 5360/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5097.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5361/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5098.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5362/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5099.JPG: 640x640 narrowleaf_cattail 0.99, phragmites 0.01, none 0.01, purple_loosestrife 0.00, 3.1ms
image 5363/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5100.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.1ms
image 5364/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5101.JPG: 640x640 purple_loosestrife 0.74, narrowleaf_cattail 0.21, none 0.04, phragmites 0.02, 3.1ms
image 5365/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5102.JPG: 640x640 narrowleaf_cattail 0.88, purple_loosestrife 0.07, none 0.03, phragmites 0.03, 3.1ms
image 5366/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5103.JPG: 640x640 narrowleaf_cattail 1.00, none 0.00, phragmites 0.00, purple_loosestrife 0.00, 3.0ms
image 5367/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5104.JPG: 640x640 narrowleaf_cattail 1.00, none 0.00, phragmites 0.00, purple_loosestrife 0.00, 3.0ms
image 5368/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5105.JPG: 640x640 narrowleaf_cattail 0.99, none 0.01, phragmites 0.00, purple_loosestrife 0.00, 3.0ms
image 5369/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5106.JPG: 640x640 narrowleaf_cattail 0.89, phragmites 0.06, purple_loosestrife 0.05, none 0.00, 3.0ms
image 5370/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5107.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5371/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5108.JPG: 640x640 narrowleaf_cattail 0.98, none 0.01, phragmites 0.01, purple_loosestrife 0.00, 3.1ms
image 5372/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5109.JPG: 640x640 narrowleaf_cattail 0.55, none 0.37, purple_loosestrife 0.04, phragmites 0.04, 3.2ms
image 5373/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5110.JPG: 640x640 narrowleaf_cattail 0.99, none 0.01, phragmites 0.00, purple_loosestrife 0.00, 3.0ms
image 5374/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5111.JPG: 640x640 narrowleaf_cattail 0.98, phragmites 0.01, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5375/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5112.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5376/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5113.JPG: 640x640 narrowleaf_cattail 1.00, none 0.00, phragmites 0.00, purple_loosestrife 0.00, 3.0ms
image 5377/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5114.JPG: 640x640 narrowleaf_cattail 1.00, none 0.00, phragmites 0.00, purple_loosestrife 0.00, 3.1ms
image 5378/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5115.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5379/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5116.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.1ms
image 5380/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5117.JPG: 640x640 narrowleaf_cattail 1.00, none 0.00, purple_loosestrife 0.00, phragmites 0.00, 3.0ms
image 5381/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5118.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5382/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5119.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5383/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5120.JPG: 640x640 narrowleaf_cattail 1.00, none 0.00, phragmites 0.00, purple_loosestrife 0.00, 3.0ms
image 5384/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5121.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5385/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5122.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5386/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5123.JPG: 640x640 narrowleaf_cattail 1.00, none 0.00, purple_loosestrife 0.00, phragmites 0.00, 3.0ms
image 5387/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5124.JPG: 640x640 narrowleaf_cattail 1.00, none 0.00, phragmites 0.00, purple_loosestrife 0.00, 3.0ms
image 5388/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5125.JPG: 640x640 narrowleaf_cattail 0.71, phragmites 0.29, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5389/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5126.JPG: 640x640 narrowleaf_cattail 0.96, phragmites 0.03, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5390/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5127.JPG: 640x640 narrowleaf_cattail 0.88, phragmites 0.10, purple_loosestrife 0.01, none 0.01, 3.1ms
image 5391/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5128.JPG: 640x640 narrowleaf_cattail 0.56, purple_loosestrife 0.26, phragmites 0.12, none 0.06, 3.0ms
image 5392/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5129.JPG: 640x640 narrowleaf_cattail 1.00, purple_loosestrife 0.00, phragmites 0.00, none 0.00, 3.0ms
image 5393/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5130.JPG: 640x640 narrowleaf_cattail 0.97, phragmites 0.02, purple_loosestrife 0.01, none 0.00, 3.0ms
image 5394/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5131.JPG: 640x640 narrowleaf_cattail 1.00, purple_loosestrife 0.00, phragmites 0.00, none 0.00, 3.0ms
image 5395/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5132.JPG: 640x640 narrowleaf_cattail 1.00, purple_loosestrife 0.00, phragmites 0.00, none 0.00, 3.0ms
image 5396/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5133.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5397/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5134.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5398/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5135.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5399/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5136.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5400/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5137.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.1ms
image 5401/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5138.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5402/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5139.JPG: 640x640 narrowleaf_cattail 0.99, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.1ms
image 5403/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5140.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5404/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5141.JPG: 640x640 narrowleaf_cattail 0.96, phragmites 0.03, purple_loosestrife 0.00, none 0.00, 3.1ms
image 5405/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5142.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5406/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5143.JPG: 640x640 narrowleaf_cattail 0.98, phragmites 0.01, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5407/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5144.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.1ms
image 5408/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5145.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.1ms
image 5409/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5146.JPG: 640x640 narrowleaf_cattail 0.99, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5410/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5147.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.1ms
image 5411/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5148.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.1ms
image 5412/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5149.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5413/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5150.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.1ms
image 5414/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5151.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5415/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5152.JPG: 640x640 narrowleaf_cattail 0.99, phragmites 0.01, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5416/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5153.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5417/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5154.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5418/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5155.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5419/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5156.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5420/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5157.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
